CustomerID,CustomerName,Gender,Age,Marital_Status,State,City,Occupation,Product_Name,Price,Quantity_Sold,Discount(%),PaymentMode,Date,Total_Amount,Profit
3102,Customer_1,Female,33,Married,Delhi,Mumbai,Student,Jhalar Lights,545,4,21,Debit Card,2024-10-29,1722.2,395.31832464091264
3435,Customer_2,Female,30,Married,Bihar,Mumbai,Education,Candle Lights,769,1,6,Net Banking,2024-11-03,722.86,187.40009538171296
3860,Customer_3,Male,59,Single,Madhya Pradesh,Patna,Student,Jhalar Lights,732,3,2,UPI,2024-10-29,2152.08,539.7515786017345
3270,Customer_4,Female,47,Married,Bihar,Patna,Healthcare,LED String Lights,154,2,22,Credit Card,2024-11-03,240.24,25.750781452630797
3106,Customer_5,Male,36,Single,Maharashtra,Mumbai,IT,LED String Lights,1011,4,13,Cash,2024-10-29,3518.28,629.5851964890364
3071,Customer_6,Male,34,Married,Madhya Pradesh,Patna,Education,Jhalar Lights,1135,2,23,Credit Card,2024-11-03,1747.9,500.18161499589854
3700,Customer_7,Female,36,Married,Delhi,Delhi,Healthcare,Jhalar Lights,756,3,9,Credit Card,2024-10-29,2063.88,258.2839608575352
3020,Customer_8,Male,45,Married,Madhya Pradesh,Mumbai,Healthcare,LED String Lights,1079,3,15,Credit Card,2024-10-27,2751.45,680.7618607372534
3614,Customer_9,Male,43,Married,Uttar Pradesh,Patna,Education,Candle Lights,614,1,15,Credit Card,2024-10-31,521.9,153.91789326718168
3121,Customer_10,Male,54,Single,Madhya Pradesh,Mumbai,Student,Decorative Lights,336,4,21,UPI,2024-10-30,1061.76,117.26048327495782
3466,Customer_11,Female,43,Single,Uttar Pradesh,Bhopal,Healthcare,Decorative Lights,1402,1,9,Debit Card,2024-10-28,1275.82,301.6533193562084
3214,Customer_12,Female,40,Married,Madhya Pradesh,Lucknow,Business,Jhalar Lights,447,3,24,Net Banking,2024-10-26,1019.16,197.3407949296716
3330,Customer_13,Male,26,Married,Uttar Pradesh,Mumbai,Healthcare,Decorative Lights,726,2,12,Credit Card,2024-11-02,1277.76,275.785394861521
3458,Customer_14,Female,29,Single,Maharashtra,Lucknow,Student,LED String Lights,1227,1,5,Credit Card,2024-10-25,1165.6499999999999,136.46062577459065
3087,Customer_15,Female,18,Single,Bihar,Patna,Student,LED String Lights,729,1,11,Credit Card,2024-10-28,648.8100000000001,70.46166808815781
3372,Customer_16,Female,18,Single,Delhi,Lucknow,Business,Jhalar Lights,1371,2,8,Debit Card,2024-10-25,2522.6400000000003,588.7169025144354
3099,Customer_17,Female,51,Single,Madhya Pradesh,Mumbai,Healthcare,Jhalar Lights,463,1,12,Cash,2024-10-30,407.44,107.83383881723064
3871,Customer_18,Male,49,Married,Bihar,Bhopal,Student,Jhalar Lights,420,2,3,Cash,2024-10-28,814.8,208.91721898067632
3663,Customer_19,Male,42,Single,Delhi,Patna,Education,Candle Lights,385,4,23,UPI,2024-10-29,1185.8,247.54896642075687
3130,Customer_20,Female,57,Married,Delhi,Mumbai,IT,Decorative Lights,248,2,10,Cash,2024-10-29,446.40000000000003,53.556109791038
3661,Customer_21,Female,18,Single,Uttar Pradesh,Patna,IT,Jhalar Lights,1207,4,19,Credit Card,2024-11-02,3910.6800000000003,929.2123291241246
3308,Customer_22,Male,33,Single,Maharashtra,Delhi,IT,Fairy Lights,505,2,17,Credit Card,2024-10-25,838.3,124.3850902166881
3769,Customer_23,Male,56,Single,Maharashtra,Lucknow,Healthcare,Fairy Lights,1077,3,10,Credit Card,2024-10-26,2907.9,820.6493361554549
3343,Customer_24,Female,22,Single,Bihar,Delhi,Business,LED String Lights,555,3,24,UPI,2024-10-30,1265.4,338.6881971938271
3491,Customer_25,Male,39,Single,Maharashtra,Mumbai,Student,Decorative Lights,899,4,20,Credit Card,2024-10-29,2876.8,695.8305839434013
3413,Customer_26,Female,46,Married,Madhya Pradesh,Bhopal,Education,Jhalar Lights,1284,4,3,Cash,2024-10-31,4981.92,1443.606928854845
3805,Customer_27,Female,20,Married,Maharashtra,Patna,Education,Fairy Lights,1112,3,17,Debit Card,2024-10-27,2768.8799999999997,294.28865062922665
